id,drug_id,drug_name,gene,phenotype,implications_text,recommendation_text,strength,activity_score,allele_status,population,dosing_information,comments,risk_score,combined_text
7590445,RxNorm:10834,trimipramine,CYP2D6,CYP2D6: Ultrarapid Metabolizer; CYP2C19: Likely Poor Metabolizer,CYP2D6: Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure; CYP2C19: Greatly reduced metabolism of tertiary amines compared to normal metabolizers; Decreased conversion of tertiary amines to secondary amines may affect response or side effects,"Avoid trimipramine use; If trimipramine is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.",Optional,"{""CYP2D6"": ""≥6.0"", ""CYP2C19"": ""n/a""}",,general,,"Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations \nfor conditions where lower initial doses are used, such as neuropathic pain. Utilizing therapeutic drug monitoring if a tricyclic is prescribed to a patient with CYP2D6 ultrarapid, intermediate or poor metabolism in combination with CYP2C19 ultrarapid, intermediate or poor metabolism is strongly recommended.",7,"CYP2D6: Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure; CYP2C19: Greatly reduced metabolism of tertiary amines compared to normal metabolizers; Decreased conversion of tertiary amines to secondary amines may affect response or side effects | Avoid trimipramine use; If trimipramine is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended. | Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations \nfor conditions where lower initial doses are used, such as neuropathic pain. Utilizing therapeutic drug monitoring if a tricyclic is prescribed to a patient with CYP2D6 ultrarapid, intermediate or poor metabolism in combination with CYP2C19 ultrarapid, intermediate or poor metabolism is strongly recommended."
7590446,RxNorm:10834,trimipramine,CYP2D6,CYP2D6: Ultrarapid Metabolizer; CYP2C19: No Result,CYP2D6: Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure; CYP2C19: n/a,"Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.",Optional,"{""CYP2D6"": ""2.5"", ""CYP2C19"": ""n/a""}",,general,,n/a,7,"CYP2D6: Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure; CYP2C19: n/a | Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects."
7590458,RxNorm:10834,trimipramine,CYP2D6,CYP2D6: Indeterminate; CYP2C19: Normal Metabolizer,CYP2D6: n/a; CYP2C19: Normal metabolism of tertiary amines,No recommendation,Strong,"{""CYP2D6"": ""n/a"", ""CYP2C19"": ""n/a""}",,general,,n/a,5,CYP2D6: n/a; CYP2C19: Normal metabolism of tertiary amines | No recommendation
7590448,RxNorm:10834,trimipramine,CYP2D6,CYP2D6: Ultrarapid Metabolizer; CYP2C19: No Result,CYP2D6: Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure; CYP2C19: n/a,"Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.",Optional,"{""CYP2D6"": ""2.75"", ""CYP2C19"": ""n/a""}",,general,,n/a,7,"CYP2D6: Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure; CYP2C19: n/a | Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects."
7590449,RxNorm:10834,trimipramine,CYP2D6,CYP2D6: Ultrarapid Metabolizer; CYP2C19: No Result,CYP2D6: Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure; CYP2C19: n/a,"Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.",Optional,"{""CYP2D6"": ""4.0"", ""CYP2C19"": ""n/a""}",,general,,n/a,7,"CYP2D6: Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure; CYP2C19: n/a | Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects."
7590450,RxNorm:10834,trimipramine,CYP2D6,CYP2D6: Ultrarapid Metabolizer; CYP2C19: No Result,CYP2D6: Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure; CYP2C19: n/a,"Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.",Optional,"{""CYP2D6"": ""≥3.0"", ""CYP2C19"": ""n/a""}",,general,,n/a,7,"CYP2D6: Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure; CYP2C19: n/a | Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects."
7590451,RxNorm:10834,trimipramine,CYP2D6,CYP2D6: Ultrarapid Metabolizer; CYP2C19: No Result,CYP2D6: Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure; CYP2C19: n/a,"Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.",Optional,"{""CYP2D6"": ""≥3.25"", ""CYP2C19"": ""n/a""}",,general,,n/a,7,"CYP2D6: Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure; CYP2C19: n/a | Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects."
7590452,RxNorm:10834,trimipramine,CYP2D6,CYP2D6: Ultrarapid Metabolizer; CYP2C19: No Result,CYP2D6: Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure; CYP2C19: n/a,"Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.",Optional,"{""CYP2D6"": ""≥3.5"", ""CYP2C19"": ""n/a""}",,general,,n/a,7,"CYP2D6: Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure; CYP2C19: n/a | Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects."
7590453,RxNorm:10834,trimipramine,CYP2D6,CYP2D6: Ultrarapid Metabolizer; CYP2C19: No Result,CYP2D6: Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure; CYP2C19: n/a,"Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.",Optional,"{""CYP2D6"": ""≥4.0"", ""CYP2C19"": ""n/a""}",,general,,n/a,7,"CYP2D6: Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure; CYP2C19: n/a | Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects."
7590454,RxNorm:10834,trimipramine,CYP2D6,CYP2D6: Ultrarapid Metabolizer; CYP2C19: No Result,CYP2D6: Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure; CYP2C19: n/a,"Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.",Optional,"{""CYP2D6"": ""≥3.75"", ""CYP2C19"": ""n/a""}",,general,,n/a,7,"CYP2D6: Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure; CYP2C19: n/a | Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects."
7590455,RxNorm:10834,trimipramine,CYP2D6,CYP2D6: Ultrarapid Metabolizer; CYP2C19: No Result,CYP2D6: Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure; CYP2C19: n/a,"Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.",Optional,"{""CYP2D6"": ""≥5.0"", ""CYP2C19"": ""n/a""}",,general,,n/a,7,"CYP2D6: Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure; CYP2C19: n/a | Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects."
7590456,RxNorm:10834,trimipramine,CYP2D6,CYP2D6: Ultrarapid Metabolizer; CYP2C19: No Result,CYP2D6: Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure; CYP2C19: n/a,"Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.",Optional,"{""CYP2D6"": ""≥6.0"", ""CYP2C19"": ""n/a""}",,general,,n/a,7,"CYP2D6: Increased metabolism of TCAs to less active compounds compared to normal metabolizers; Lower plasma concentrations of active drug will increase probability of pharmacotherapy failure; CYP2C19: n/a | Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects."
7590457,RxNorm:10834,trimipramine,CYP2D6,CYP2D6: Indeterminate; CYP2C19: Intermediate Metabolizer,CYP2D6: n/a; CYP2C19: Reduced metabolism of tertiary amines compared to normal metabolizers,No recommendation,Optional,"{""CYP2D6"": ""n/a"", ""CYP2C19"": ""n/a""}",,general,,n/a,5,CYP2D6: n/a; CYP2C19: Reduced metabolism of tertiary amines compared to normal metabolizers | No recommendation
7590459,RxNorm:10834,trimipramine,CYP2D6,CYP2D6: Indeterminate; CYP2C19: Poor Metabolizer,CYP2D6: n/a; CYP2C19: Greatly reduced metabolism of tertiary amines compared to normal metabolizers; Decreased conversion of tertiary amines to secondary amines may affect response or side effects,"Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. For tertiary amines, consider a 50% reduction of the recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.",Optional,"{""CYP2D6"": ""n/a"", ""CYP2C19"": ""n/a""}",,general,,"Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects. Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose.",7,"CYP2D6: n/a; CYP2C19: Greatly reduced metabolism of tertiary amines compared to normal metabolizers; Decreased conversion of tertiary amines to secondary amines may affect response or side effects | Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. For tertiary amines, consider a 50% reduction of the recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects. | Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects. Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose."
7590460,RxNorm:10834,trimipramine,CYP2D6,CYP2D6: Indeterminate; CYP2C19: Rapid Metabolizer,CYP2D6: n/a; CYP2C19: Increased metabolism of tertiary amines compared to normal metabolizers; Greater conversion of tertiary amines to secondary amines may affect response or side effects,"Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. If a tertiary amine is warranted, utilize therapeutic drug monitoring to guide dose adjustments.",Optional,"{""CYP2D6"": ""n/a"", ""CYP2C19"": ""n/a""}",,general,,"Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations for conditions where lower initial doses are used, such as neuropathic pain. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.",7,"CYP2D6: n/a; CYP2C19: Increased metabolism of tertiary amines compared to normal metabolizers; Greater conversion of tertiary amines to secondary amines may affect response or side effects | Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. If a tertiary amine is warranted, utilize therapeutic drug monitoring to guide dose adjustments. | Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations for conditions where lower initial doses are used, such as neuropathic pain. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects."
7590461,RxNorm:10834,trimipramine,CYP2D6,CYP2D6: Indeterminate; CYP2C19: Ultrarapid Metabolizer,CYP2D6: n/a; CYP2C19: Increased metabolism of tertiary amines compared to normal metabolizers; Greater conversion of tertiary amines to secondary amines may affect response or side effects,"Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. If a tertiary amine is warranted, utilize therapeutic drug monitoring to guide dose adjustments.",Optional,"{""CYP2D6"": ""n/a"", ""CYP2C19"": ""n/a""}",,general,,"Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations for conditions where lower initial doses are used, such as neuropathic pain. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.",7,"CYP2D6: n/a; CYP2C19: Increased metabolism of tertiary amines compared to normal metabolizers; Greater conversion of tertiary amines to secondary amines may affect response or side effects | Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. If a tertiary amine is warranted, utilize therapeutic drug monitoring to guide dose adjustments. | Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations for conditions where lower initial doses are used, such as neuropathic pain. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects."
7590462,RxNorm:10834,trimipramine,CYP2D6,CYP2D6: Indeterminate; CYP2C19: Indeterminate,CYP2D6: n/a; CYP2C19: n/a,No recommendation,Optional,"{""CYP2D6"": ""n/a"", ""CYP2C19"": ""n/a""}",,general,,n/a,5,CYP2D6: n/a; CYP2C19: n/a | No recommendation
7590463,RxNorm:10834,trimipramine,CYP2D6,CYP2D6: Indeterminate; CYP2C19: Likely Intermediate Metabolizer,CYP2D6: n/a; CYP2C19: Reduced metabolism of tertiary amines compared to normal metabolizers,No recommendation,Optional,"{""CYP2D6"": ""n/a"", ""CYP2C19"": ""n/a""}",,general,,n/a,5,CYP2D6: n/a; CYP2C19: Reduced metabolism of tertiary amines compared to normal metabolizers | No recommendation
7590464,RxNorm:10834,trimipramine,CYP2D6,CYP2D6: Indeterminate; CYP2C19: Likely Poor Metabolizer,CYP2D6: n/a; CYP2C19: Greatly reduced metabolism of tertiary amines compared to normal metabolizers; Decreased conversion of tertiary amines to secondary amines may affect response or side effects,"Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. For tertiary amines, consider a 50% reduction of the recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.",Optional,"{""CYP2D6"": ""n/a"", ""CYP2C19"": ""n/a""}",,general,,"Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects. Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose.",7,"CYP2D6: n/a; CYP2C19: Greatly reduced metabolism of tertiary amines compared to normal metabolizers; Decreased conversion of tertiary amines to secondary amines may affect response or side effects | Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. For tertiary amines, consider a 50% reduction of the recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects. | Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects. Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose."
7590465,RxNorm:10834,trimipramine,CYP2D6,CYP2D6: Indeterminate; CYP2C19: No Result,CYP2D6: n/a; CYP2C19: n/a,No recommendation,Optional,"{""CYP2D6"": ""n/a"", ""CYP2C19"": ""n/a""}",,general,,n/a,5,CYP2D6: n/a; CYP2C19: n/a | No recommendation
7590466,RxNorm:10834,trimipramine,CYP2D6,CYP2D6: No Result; CYP2C19: Intermediate Metabolizer,CYP2D6: n/a; CYP2C19: Reduced metabolism of tertiary amines compared to normal metabolizers,Initiate therapy with recommended starting dose.,Optional,"{""CYP2D6"": ""No Result"", ""CYP2C19"": ""n/a""}",,general,,"Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose.",5,"CYP2D6: n/a; CYP2C19: Reduced metabolism of tertiary amines compared to normal metabolizers | Initiate therapy with recommended starting dose. | Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose."
7590467,RxNorm:10834,trimipramine,CYP2D6,CYP2D6: No Result; CYP2C19: Normal Metabolizer,CYP2D6: n/a; CYP2C19: Normal metabolism of tertiary amines,Initiate therapy with recommended starting dose.,Strong,"{""CYP2D6"": ""No Result"", ""CYP2C19"": ""n/a""}",,general,,"Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose.",5,"CYP2D6: n/a; CYP2C19: Normal metabolism of tertiary amines | Initiate therapy with recommended starting dose. | Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose."
7590477,RxNorm:39786,venlafaxine,CYP2D6,CYP2D6: Ultrarapid Metabolizer,CYP2D6: Increased metabolism of venlafaxine to the active metabolite O-desmethylvenlafaxine (desvenlafaxine) and increased O-desmethylvenlafaxine:venlafaxine ratio as compared to CYP2D6 normal metabolizers. There is insufficient evidence supporting the clinical impact of increased O-desmethylvenlafaxine:venlafaxine ratio in CYP2D6 ultrarapid metabolizers.,No action recommended based on genotype for venlafaxine because of minimal evidence regarding the impact on efficacy or side effects.,No Recommendation,"{""CYP2D6"": ""≥4.0""}",,general,,n/a,1,CYP2D6: Increased metabolism of venlafaxine to the active metabolite O-desmethylvenlafaxine (desvenlafaxine) and increased O-desmethylvenlafaxine:venlafaxine ratio as compared to CYP2D6 normal metabolizers. There is insufficient evidence supporting the clinical impact of increased O-desmethylvenlafaxine:venlafaxine ratio in CYP2D6 ultrarapid metabolizers. | No action recommended based on genotype for venlafaxine because of minimal evidence regarding the impact on efficacy or side effects.
7590468,RxNorm:10834,trimipramine,CYP2D6,CYP2D6: No Result; CYP2C19: Poor Metabolizer,CYP2D6: n/a; CYP2C19: Greatly reduced metabolism of tertiary amines compared to normal metabolizers; Decreased conversion of tertiary amines to secondary amines may affect response or side effects,"Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. For tertiary amines, consider a 50% reduction of the recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.",Optional,"{""CYP2D6"": ""No Result"", ""CYP2C19"": ""n/a""}",,general,,"Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects. Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose.",7,"CYP2D6: n/a; CYP2C19: Greatly reduced metabolism of tertiary amines compared to normal metabolizers; Decreased conversion of tertiary amines to secondary amines may affect response or side effects | Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. For tertiary amines, consider a 50% reduction of the recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects. | Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects. Patients may receive an initial low dose of a tricyclic, which is then increased over several days to the recommended steady-state dose. The starting dose in this guideline refers to the recommended steady-state dose."
7590469,RxNorm:10834,trimipramine,CYP2D6,CYP2D6: No Result; CYP2C19: Rapid Metabolizer,CYP2D6: n/a; CYP2C19: Increased metabolism of tertiary amines compared to normal metabolizers; Greater conversion of tertiary amines to secondary amines may affect response or side effects,"Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. If a tertiary amine is warranted, utilize therapeutic drug monitoring to guide dose adjustments.",Optional,"{""CYP2D6"": ""No Result"", ""CYP2C19"": ""n/a""}",,general,,"Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations for conditions where lower initial doses are used, such as neuropathic pain. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.",7,"CYP2D6: n/a; CYP2C19: Increased metabolism of tertiary amines compared to normal metabolizers; Greater conversion of tertiary amines to secondary amines may affect response or side effects | Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. If a tertiary amine is warranted, utilize therapeutic drug monitoring to guide dose adjustments. | Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations for conditions where lower initial doses are used, such as neuropathic pain. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects."
7590470,RxNorm:10834,trimipramine,CYP2D6,CYP2D6: No Result; CYP2C19: Ultrarapid Metabolizer,CYP2D6: n/a; CYP2C19: Increased metabolism of tertiary amines compared to normal metabolizers; Greater conversion of tertiary amines to secondary amines may affect response or side effects,"Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. If a tertiary amine is warranted, utilize therapeutic drug monitoring to guide dose adjustments.",Optional,"{""CYP2D6"": ""No Result"", ""CYP2C19"": ""n/a""}",,general,,"Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations for conditions where lower initial doses are used, such as neuropathic pain. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.",7,"CYP2D6: n/a; CYP2C19: Increased metabolism of tertiary amines compared to normal metabolizers; Greater conversion of tertiary amines to secondary amines may affect response or side effects | Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. If a tertiary amine is warranted, utilize therapeutic drug monitoring to guide dose adjustments. | Dosing recommendations only apply to higher initial doses of TCAs for treatment of conditions such as depression. See other considerations for dosing recommendations for conditions where lower initial doses are used, such as neuropathic pain. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects."
7590471,RxNorm:10834,trimipramine,CYP2D6,CYP2D6: No Result; CYP2C19: Indeterminate,CYP2D6: n/a; CYP2C19: n/a,No recommendation,Optional,"{""CYP2D6"": ""No Result"", ""CYP2C19"": ""n/a""}",,general,,n/a,5,CYP2D6: n/a; CYP2C19: n/a | No recommendation
